cohort,winner,rate_delta_per_1k,codex_rate_per_1k,claude_rate_per_1k,codex,claude,total,one_sided,stack
all,claude,-5.247,0.0,5.247,0,10,10,True,project:agentsight;session:paper;prompt:db;tool:edit;cmd:edit;effect:write;path:collector/src/main.rs;status:ok
all,claude,-5.247,0.0,5.247,0,10,10,True,project:agentsight;session:paper;prompt:db;tool:shell;cmd:agentsight;effect:process;path:collector/target/release;status:ok
all,claude,-5.247,0.0,5.247,0,10,10,True,project:agentsight;session:subagent;prompt:collector;tool:edit;cmd:edit;effect:write;path:collector/src/cmd_top.rs;status:ok
all,claude,-5.247,0.0,5.247,0,10,10,True,project:agentsight;session:subagent;prompt:collector;tool:edit;cmd:edit;effect:write;path:collector/src/output;status:ok
all,codex,5.08,5.08,0.0,19,0,19,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:git;effect:read;path:origin/master...head;status:ok
top,codex,5.051,5.051,0.0,17,0,17,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:agentsight;effect:process;path:.cargo/bin;status:ok
all,codex,4.813,4.813,0.0,18,0,18,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:jq;effect:read;path:docs/design/vis;status:ok
top,claude,-4.759,0.0,4.759,0,7,7,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:read;status:ok
top,claude,-4.759,0.0,4.759,0,7,7,True,project:agentsight;session:paper;prompt:db;tool:shell;cmd:cd;effect:process;path:collector;status:ok
top,claude,-4.759,0.0,4.759,0,7,7,True,project:agentsight;session:paper;prompt:db;tool:shell;cmd:cd;effect:process;path:repo;status:ok
top,claude,-4.759,0.0,4.759,0,7,7,True,project:agentsight;session:paper;prompt:loc;tool:edit;cmd:edit;effect:write;path:collector/src/view;status:ok
top,claude,-4.759,0.0,4.759,0,7,7,True,project:agentsight;session:paper;prompt:metrics;tool:shell;cmd:curl;effect:network;domain:agentsight.us;status:ok
top,codex,4.753,4.753,0.0,16,0,16,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;status:ok
top,codex,4.753,4.753,0.0,16,0,16,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:agentsight;effect:process;path:collector/target/agentsight-runs;status:ok
all,claude,-4.722,0.0,4.722,0,9,9,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:find;effect:read;path:.rs;status:ok
all,claude,-4.722,0.0,4.722,0,9,9,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cargo;effect:test;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:bpf/process.c;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/cmd_debug.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/cmd_exec.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/cmd_perf_live.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/main.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/output;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/sinks;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:find;effect:read;path:.c;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:find;effect:read;path:.h;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:find;effect:read;path:.ts;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:find;effect:read;path:repo;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:grep;effect:read;path:bpf/_.c;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:grep;effect:read;path:bpf/_.h;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:grep;effect:read;path:bpf/process.c;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:grep;effect:read;path:collector/src/cmd_trace.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:grep;effect:read;path:collector/src/view;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:design;tool:read;cmd:read;effect:read;path:docs/design/vis;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:design;tool:shell;cmd:find;effect:read;path:docs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:model;prompt:design;tool:shell;cmd:find;effect:read;path:frontend;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:edit;cmd:edit;effect:write;path:claude.md;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:edit;cmd:edit;effect:write;path:collector/src/runners;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:edit;cmd:edit;effect:write;path:docs/design/architecture-refactor-plan.md;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/cli_db.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/cmd_trace.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/model.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/sinks;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:shell;cmd:cd;effect:process;path:collector/src/cmd_exec.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:shell;cmd:cd;effect:process;path:docs/design/vis;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:shell;cmd:echo;effect:process;path:.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:shell;cmd:grep;effect:read;path:src/model.rs;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:collector;tool:shell;cmd:grep;effect:read;path:tests;status:ok
subagent,claude,-4.598,0.0,4.598,0,2,2,True,project:agentsight;session:subagent;prompt:implement;tool:read;cmd:read;effect:read;path:.github/workflows;status:ok
all,codex,4.545,4.545,0.0,17,0,17,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:agentsight;effect:process;path:.cargo/bin;status:ok
top,codex,4.456,4.456,0.0,15,0,15,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:git;effect:read;status:ok
top,codex,4.456,4.456,0.0,15,0,15,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:git;effect:read;path:collector/src/sources;status:ok
top,codex,4.456,4.456,0.0,15,0,15,True,project:agentsight;session:session;prompt:session;tool:tool;cmd:write;effect:process;status:ok
all,codex,4.278,4.278,0.0,16,0,16,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;status:ok
all,codex,4.278,4.278,0.0,16,0,16,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
all,codex,4.278,4.278,0.0,16,0,16,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:git;effect:read;status:ok
all,codex,4.278,4.278,0.0,16,0,16,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:agentsight;effect:process;path:collector/target/agentsight-runs;status:ok
all,claude,-4.197,0.0,4.197,0,8,8,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:write;effect:write;path:collector/src/agents;status:ok
all,claude,-4.197,0.0,4.197,0,8,8,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:5;effect:process;path:collector/target/release;status:ok
all,claude,-4.197,0.0,4.197,0,8,8,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:repo;status:ok
all,claude,-4.197,0.0,4.197,0,8,8,True,project:agentsight;session:paper;prompt:loc;tool:shell;cmd:cargo;effect:write;status:ok
all,claude,-4.197,0.0,4.197,0,8,8,True,project:agentsight;session:subagent;prompt:collector;tool:edit;cmd:edit;effect:write;path:collector/src/cmd_trace.rs;status:ok
top,codex,4.159,4.159,0.0,14,0,14,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
top,codex,4.159,4.159,0.0,14,0,14,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:python3;effect:process;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:model;prompt:session;tool:edit;cmd:edit;effect:write;path:collector/src/analyzers;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:edit;effect:write;path:bpf/makefile;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:collector/src/view;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:collector;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:curl;effect:network;domain:agentsight.us;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:repo;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:db;tool:read;cmd:read;effect:read;path:collector/src/main.rs;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:db;tool:read;cmd:read;effect:read;path:session/tasks;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:loc;tool:read;cmd:read;effect:read;path:collector/src/sinks;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:metrics;tool:shell;cmd:agentsight;effect:process;path:collector/target/release;status:ok
top,claude,-4.079,0.0,4.079,0,6,6,True,project:agentsight;session:paper;prompt:work;tool:shell;cmd:agentsight;effect:process;path:collector/target/release;status:ok
all,codex,4.011,4.011,0.0,15,0,15,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:git;effect:read;path:collector/src/sources;status:ok
all,codex,4.011,4.011,0.0,15,0,15,True,project:agentsight;session:session;prompt:session;tool:tool;cmd:write;effect:process;status:ok
top,codex,3.862,3.862,0.0,13,0,13,True,project:agentsight;session:flamegraph;prompt:design;tool:tool;cmd:write;effect:process;status:ok
top,codex,3.862,3.862,0.0,13,0,13,True,project:agentsight;session:paper;prompt:inspect;tool:shell;cmd:gh;effect:process;status:ok
top,codex,3.862,3.862,0.0,13,0,13,True,project:agentsight;session:session;prompt:model;tool:shell;cmd:git;effect:read;status:ok
top,codex,3.862,3.862,0.0,13,0,13,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/cli_db.rs;status:ok
top,codex,3.862,3.862,0.0,13,0,13,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:git;effect:read;status:ok
top,codex,3.862,3.862,0.0,13,0,13,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:ps;effect:process;status:ok
all,codex,3.743,3.743,0.0,14,0,14,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,3.743,3.743,0.0,14,0,14,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:python3;effect:process;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:model;prompt:collector;tool:read;cmd:read;effect:read;path:collector/src/analyzers;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:model;prompt:collector;tool:shell;cmd:find;effect:read;path:collector/src;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:read;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:paper;prompt:db;tool:shell;cmd:cd;effect:process;path:collector;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:paper;prompt:db;tool:shell;cmd:cd;effect:process;path:repo;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:paper;prompt:loc;tool:edit;cmd:edit;effect:write;path:collector/src/view;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:paper;prompt:metrics;tool:shell;cmd:curl;effect:network;domain:agentsight.us;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:subagent;prompt:collector;tool:edit;cmd:edit;effect:write;path:collector/src/main.rs;status:ok
all,claude,-3.673,0.0,3.673,0,7,7,True,project:agentsight;session:subagent;prompt:collector;tool:shell;cmd:cd;effect:process;path:repo;status:ok
top,codex,3.565,3.565,0.0,12,0,12,True,project:agentsight;session:flamegraph;prompt:design;tool:tool;cmd:write;effect:process;status:observed
top,codex,3.565,3.565,0.0,12,0,12,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:agentsight;effect:process;path:agentsight/sessions;status:ok
top,codex,3.565,3.565,0.0,12,0,12,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:cargo;effect:process;status:ok
top,codex,3.565,3.565,0.0,12,0,12,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path:collector/src/view;status:ok
all,codex,3.476,3.476,0.0,13,0,13,True,project:agentsight;session:flamegraph;prompt:design;tool:tool;cmd:write;effect:process;status:ok
all,codex,3.476,3.476,0.0,13,0,13,True,project:agentsight;session:paper;prompt:inspect;tool:shell;cmd:gh;effect:process;status:ok
all,codex,3.476,3.476,0.0,13,0,13,True,project:agentsight;session:session;prompt:model;tool:shell;cmd:git;effect:read;status:ok
all,codex,3.476,3.476,0.0,13,0,13,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/cli_db.rs;status:ok
all,codex,3.476,3.476,0.0,13,0,13,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:git;effect:read;status:ok
all,codex,3.476,3.476,0.0,13,0,13,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:ps;effect:process;status:ok
top,claude,-3.399,0.0,3.399,0,5,5,True,project:agentsight;session:claude;prompt:use;tool:shell;cmd:printf;effect:process;status:ok
top,claude,-3.399,0.0,3.399,0,5,5,True,project:agentsight;session:model;prompt:session;tool:edit;cmd:edit;effect:write;path:collector/src/view;status:ok
top,claude,-3.399,0.0,3.399,0,5,5,True,project:agentsight;session:model;prompt:session;tool:shell;cmd:cargo;effect:test;status:ok
top,claude,-3.399,0.0,3.399,0,5,5,True,project:agentsight;session:paper;prompt:db;tool:shell;cmd:git;effect:read;status:ok
top,claude,-3.399,0.0,3.399,0,5,5,True,project:agentsight;session:paper;prompt:loc;tool:edit;cmd:edit;effect:write;path:collector/src/sinks;status:ok
top,claude,-3.399,0.0,3.399,0,5,5,True,project:agentsight;session:paper;prompt:record;tool:shell;cmd:agentsight;effect:process;path:tmp/agentsight-release;status:ok
top,claude,-3.399,0.0,3.399,0,5,5,True,project:agentsight;session:paper;prompt:work;tool:shell;cmd:python3;effect:process;status:ok
top,codex,3.268,3.268,0.0,11,0,11,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:docs/design/vis;status:ok
top,codex,3.268,3.268,0.0,11,0,11,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:python3;effect:process;status:ok
top,codex,3.268,3.268,0.0,11,0,11,True,project:agentsight;session:session;prompt:main;tool:shell;cmd:git;effect:read;status:ok
top,codex,3.268,3.268,0.0,11,0,11,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src/sources;status:ok
top,codex,3.268,3.268,0.0,11,0,11,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sed;effect:read;path:frontend/src/components;status:ok
all,codex,3.209,3.209,0.0,12,0,12,True,project:agentsight;session:flamegraph;prompt:design;tool:tool;cmd:write;effect:process;status:observed
all,codex,3.209,3.209,0.0,12,0,12,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:agentsight;effect:process;path:agentsight/sessions;status:ok
all,codex,3.209,3.209,0.0,12,0,12,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:cargo;effect:process;status:ok
